FoodID	Country, region	Food name in English	Processing	Species/Subspecies	Cultivar/Variety/Accession Name	BiblioID	ENERC(kJ)	ENERC(kcal)	WATER(g)	DM(g)	NT(g)	PROTCNT(g)	CHOAVLDF(g)	FIBTG(g)	FATCE(g)	CHOLE(mg)	FACID(g)	FASAT(g)	FAMS(g)	FAPU(g)	ASH(g)	CA(mg)	CU(mg)	FE(mg)	K(mg)	MG(mg)	MN(mg)	NA(mg)	P(mg)	ZN(mg)	THIA(mg)	RIBF(mg)	NIA(mg)	NIAEQ(mg)	VITB6C(mg)	VITB12(mcg)	VITC(mg)	FOL(mcg)	VITA(mcg)	VITA_RAE(mcg)	RETOL(mcg)	CARTBEQ(mcg)	CARTA(mcg)	CARTB(mcg)	CRYPXB(mcg)	TOCPHA(mg)	ALA(mg)	ARG(mg)	ASP(mg)	CYS(mg)	GLU(mg)	GLY(mg)	HIS(mg)	ILE(mg)	LEU(mg)	LYS(mg)	MET(mg)	PHE(mg)	PRO(mg)	SER(mg)	THR(mg)	TRP(mg)	TYR(mg)	VAL(mg)	IP3(mg)	IP4(mg)	IP5(mg)	IP6(mg)
PIS019_DM		 Pea, yellow, mature, whole, boiled, without salt, drained 	p	Pisum sativum L	Yellow	PIS019: calculated from PIS003	1520	362	0	100	4.38	27.4	47.4	19.7	2.6	0	1.98	0.33	0.50	1.16	3	40	0.15	4.8	736	99	1.20	10	293	3.33	0.65	0.19	1.7	5.7	0.08	0	3.3	[98]	2	1	0	10	0	10	0	0.12	1210	2380	3150	307	4700	1210	664	1090	1960	1910	262	1300	1130	1320	1030	241	891	1290				390
PIS020_DM		 Pea, yellow, mature, whole, boiled, without salt (water not discarded)	p	Pisum sativum L	Yellow	PIS020: calculated from PIS003	1520	362	0	100	4.38	27.4	47.4	19.7	2.6	0	1.98	0.33	0.5	1.16	3.0	47	0.21	5.6	982	116	1.20	13	325	3.70	0.80	0.26	2.1	6.1	0.09	0	3.3	[120]	2	1	0	10	0	10	0	0.13	1210	2380	3150	307	4700	1210	664	1090	1960	1910	262	1300	1130	1320	1030	241	891	1290				431
PIS005_DM		Pea, yellow, mature, whole, dried, raw (Australia)	d/r	Pisum sativum L	Yellow	PIS005: pu057	1530	363	0	100	4.54	28.4	46.7	19.7	2.6	0	1.98	0.3	0.50	1.16	2.7	66	0.21	5.3	982	126	1.20	13	357	2.8	1.0	0.26	2.6	7	0.1	0	5.5	[200]	2	1	0	10	0	10	0	0.13	1260	2460	3270	318	4870	1250	688	1130	2030	1980	272	1350	1170	1370	1070	250	924	1340	nd	6.0	76.2	547
PIS017_DM	Australia	Pea, yellow, mature, whole, boiled, without salt, drained (Australia)	p	Pisum sativum L	Yellow	PIS017: calculated from PIS005	1530	363	0	100	4.54	28.4	46.7	19.7	2.6	0	1.98	0.33	0.50	1.16	2.7	56	0.15	4.5	736	107	1.2	10	321	2.50	0.65	0.19	1.7	5.8	0.08	0	3.3	[99]	2	1	0	10	0	10	0	0.12	1260	2460	3270	318	4870	1250	688	1130	2030	1980	272	1350	1170	1370	1070	250	924	1340				367
PIS018_DM	Australia	Pea, yellow, mature, whole, boiled, without salt (water not discarded) (Australia)	p	Pisum sativum L	Yellow	PIS018: calculated from PIS005	1530	363	0	100	4.54	28	46.7	19.7	2.6	0	1.98	0.33	0.5	1.16	2.7	66	0.21	5.3	982	126	1.20	13	357	2.78	0.80	0.26	2.0	6.2	0.09	0	3.3	[120]	2	1	0	10	0	10	0	0.13	1260	2460	3270	318	4870	1250	688	1130	2030	1980	272	1350	1170	1370	1070	250	924	1340				405
PIS007_DM	Canada	Pea, yellow, mature, whole, dried, raw (Canada)	d/r	Pisum sativum L	Yellow	PIS007: pu008, pu009, pu059, pu239	1500	355	0	100	3.33	20.8	52.7	22.8	1.8	0	1.37	0.32	0.33	0.72	2.0	70	0.67	6.1	1210	138	1.5	9	316	3.51	1.00	0.26	2.6	5.7	0.1	0	5.5	[200]	2	1	0	10	0	10	0	0.09	921	1810	2390	233	3570	919	505	827	1490	1450	199	990	859	1000	786	183	677	980	nd	6.1	88.5	582
PIS023_DM	Canada	Pea, yellow, mature, whole, boiled, without salt, drained (Canada)	p	Pisum sativum L	Yellow	PIS023: calculated from PIS007	1500	355	0	100	3.33	20.8	52.7	22.8	1.8	0	1.37	0.3	0.3	0.72	2.0	60	0.47	5.2	909	117	1.51	7	284	3.16	0.65	0.19	1.7	4.7	0.08	0	3	[97]	2	1	0	10	0	10	0	0.08	921	1810	2390	233	3570	919	505	827	1490	1450	199	990	859	1000	786	183	677	980				390
PIS024_DM	Canada	Pea, yellow, mature, whole, boiled, without salt, drained (Canada)	p	Pisum sativum L	Yellow	PIS024: calculated from PIS007	1500	355	0	100	3.33	20.8	52.7	22.8	1.8	0	1.37	0.32	0.33	0.72	2.0	70	0.67	6.1	1210	138	1.51	9	316	3.51	0.80	0.26	2.1	5	0.09	0	3.3	[120]	2	1	0	10	0	10	0	0.09	921	1810	2390	233	3570	919	505	827	1490	1450	199	990	859	1000	786	183	677	980				431
CAC001_DM		Pigeon pea, mature, whole, dried, raw	d/r	Cajanus cajan (L) Huth		CAC001: 14V, McW/2015 (13-102), phy80, pu084, pu093, pu126, pu128, pu130, pu131, pu132, pu133, pu163, pu218, pu224, pu257, pu272, pu278, tu3, USDA/SR28 (16101)	1450	345	0	100	3.72	23.2	46	24.2	2.1	0	1.61	0.51	0.18	0.93	4.2	146	1.50	5.7	1730	134	1.6	11	273	6.00	0.92	0.18	2.9	6.2	0.28	0	1.7	390	19	10	0	114	0	114	0	0.98	1170	1520	2410	265	4250	865	774	880	1720	1540	286	1970	1000	1040	857	195	754	1070	nd	2.0	140	525
CAC004_DM		Pigeon pea, mature, whole, water-soaked, boiled in different water, without salt, drained 	p	Cajanus cajan (L) Huth		CAC004: calculated from CAC001	1450	345	0	100	3.72	23.2	46.3	24.2	2.1	0	1.61	0.5	0.18	0.93	4.2	124	1.1	4.8	1300	114	1.57	8	245	5.40	0.60	0.13	1.9	5	0.19	0	1.0	190	19	10	0	114	0	114	0	0.88	1170	1520	2410	265	4250	865	774	880	1720	1540	286	1970	1000	1040	857	195	754	1070				352
CAC005_DM		Pigeon pea, mature, whole, water-soaked, boiled in different water, without salt  (cooking water not discarded)	p	Cajanus cajan (L) Huth		CAC005: calculated from CAC001	1450	345	0	100	3.72	23.2	46.3	24.2	2.1	0	1.61	0.51	0.18	0.93	4.2	146	1.50	5.7	1560	134	1.57	10	273	6.00	0.69	0.18	2.2	5.4	0.19	0	1.0	210	19	10	0	114	0	114	0	0.98	1170	1520	2410	265	4250	865	774	880	1720	1540	286	1970	1000	1040	857	195	754	1070				389
CAC003_DM	India	Pigeon pea, mature, whole, dried, raw (India)	d/r	Cajanus cajan (L) Huth		CAC003: pu093, pu126, pu257	1440	342	0	100	4.01	25.0	44.2	25.2	1.7	0	1.30	0.36	0.10	0.83	3.9	153	1.5	5.9	1440	171	1.48	21	344	3.30	0.82	0.17	2.7	5.8	0.46	0	1.7	390	30	15	0	181	0	181	0	0.79	1090	1500	2610	228	5070	834	821	846	1720	1770	230	2180	984	1100	846	188	636	1040	nd	2.0	156	550
CAC008_DM	India	Pigeon pea, mature, whole, water-soaked, boiled in different water, without salt, drained (India) 	p	Cajanus cajan (L) Huth		CAC008: calculated from CAC003	1440	342	0	100	4.01	25.0	44.2	25.2	1.7	0	1.30	0.36	0.10	0.83	3.9	130	1.0	5	1080	145	1.48	16	310	2.97	0.53	0.12	1.7	4.9	0.32	0	1.0	190	30	15	0	181	0	181	0	0.71	1090	1500	2610	228	5070	834	821	846	1720	1770	230	2180	984	1100	846	188	636	1040				369
CAC009_DM	India	Pigeon pea, mature, whole, water-soaked, boiled in different water, without salt  (cooking water not discarded) (India)	p	Cajanus cajan (L) Huth		CAC009: calculated from CAC003	1440	342	0	100	4.01	25	44.2	25	1.7	0	1.30	0.4	0.10	0.83	3.9	153	1.46	5.9	1300	171	1.48	19	344	3.30	0.61	0.17	2.0	5.1	0.32	0	1.0	210	30	15	0	181	0	181	0	0.79	1090	1500	2610	228	5070	834	821	846	1720	1770	230	2180	984	1100	846	188	636	1040				407
CAC002_DM	Nigeria	Pigeon pea, mature, whole, dried, raw (Nigeria)	d/r	Cajanus cajan (L) Huth		CAC002: 14V, pu084, pu128, pu130, pu132, pu133, pu272	1460	348	0	100	3.90	24.4	45.0	24	2.6	0	1.98	0.62	0.2	1	4.4	151	1.29	7.5	1840	134	2.17	10	296	6.5	0.92	0.18	2.9	6.4	0.28	0	1.7	390	23	12	0	140	0	140	0	1.2	1500	1580	2520	302	4220	1010	751	965	1960	1660	334	2100	948	1120	1000	210	909	1150	nd	2.0	158	558
CAC006_DM	Nigeria	Pigeon pea, mature, whole, water-soaked, boiled in different water, without salt, drained (Nigeria)	p	Cajanus cajan (L) Huth		CAC006: calculated from CAC002	1460	348	0	100	3.9	24.4	45.0	23.7	2.6	0	1.98	0.62	0.23	1.13	4.4	129	0.90	6.4	1380	114	2.17	7	266	5.81	0.60	0.13	1.9	5.4	0.19	0	1.0	190	23	12	0	140	0	140	0	1.08	1500	1580	2520	302	4220	1010	751	965	1960	1660	334	2100	948	1120	1000	210	909	1150				374
CAC007_DM	Nigeria	Pigeon pea, mature, whole, water-soaked, boiled in different water, without salt (cooking water not discarded) (Nigeria)	p	Cajanus cajan (L) Huth		CAC007: calculated from CAC002	1460	348	0	100	3.90	24.4	45.0	23.7	2.6	0	1.98	0.62	0.23	1.13	4.4	151	1.29	7.5	1660	134	2.2	9	296	6.46	0.69	0.18	2.2	5.7	0.19	0	1.0	210	23	12	0	140	0	140	0	1.20	1500	1580	2520	302	4220	1010	751	965	1960	1660	334	2100	948	1120	1000	210	909	1150				413
PHV006_DM		Pinto bean, mature, whole, dried, raw	d/r	Phaseolus vulgaris L	Pinto	PHV006: McW/2015 (13-106), phy32, pu008, pu049, pu103, pu163, pu225, pu275, pu276, USDA/SR28 (16042)	1450	344	0	100	3.59	22.4	50.0	21	1.5	0	1.16	0.32	0.09	0.74	5.6	141	1.00	7.5	2220	226	1.42	4	500	2.98	0.8	0.2	1.4	5.6	0.53	0	7.6	600	1	0	0	3	0	3	0	0.26	1040	1370	2700	112	3630	964	633	815	1580	1400	198	1080	987	1310	945	251	684	1030	nd	8.5	119	772
PHV021_DM		Pinto bean, mature, whole, water-soaked, boiled in different water, without salt, drained	p	Phaseolus vulgaris L	Pinto	PHV021: calculated from PHV006	1450	344	0	100	3.59	22.4	50.0	20.5	1.5	0	1.16	0.32	0.09	0.74	6	120	0.70	6.3	1660	192	1.42	3	450	2.69	0.52	0.17	0.9	5.1	0.37	0	4.6	300	1	0	0	3	0	3	0	0.23	1040	1370	2700	112	3630	964	633	815	1580	1400	198	1080	987	1310	945	251	684	1030				517
PHV022_DM		Pinto bean, mature, whole, water-soaked, boiled in different water, without salt (cooking water not discarded)	p	Phaseolus vulgaris L	Pinto	PHV022: calculated from PHV006	1450	344	0	100	3.59	22.4	50.0	20.5	1.5	0	1.16	0.32	0.09	0.74	5.6	141	1.0	7.5	1200	226	1.42	4	500	3.0	0.60	0.23	1.1	5.2	0.37	0	4.6	330	1	0	0	3	0	3	0	0.26	1040	1370	2700	112	3630	964	633	815	1580	1400	198	1080	987	1310	945	251	684	1030				571
VIU001_DM		Rice bean, mature, whole, dried, raw	d/r	Vigna umbellata (Thunb.) Ohwi & H Ohashi		VIU001: pu036, pu047, pu051, pu093, pu100, pu101, pu102, pu160	1480	351	0	100	3.39	21.2	56.7	17.1	0.6	0	0.46	0.13	0.08	0.24	4	321	1.37	7	1560	226	2.6	41	341	3.20	0.52	0.29	3.7	8.4	0.15	0	1.4	[140]								0.72	964	1280	2380	261	3650	886	658	875	1660	1530	377	1410	909	1060	743	278	703	1160				[280]
VIU003_DM		Rice bean, mature, whole, water-soaked, boiled in different water, without salt, drained	p	Vigna umbellata (Thunb.) Ohwi & H Ohashi		VIU003: calculated from VIU001	1480	351	0	100	3.39	21	56.7	17.1	0.6	0	0.46	0.13	0.08	0.24	4.5	273	0.96	5.7	1170	192	2.58	30	307	2.88	0.34	0.22	2.4	7.1	0.10	0	0.8	[70]								0.65	964	1280	2380	261	3650	886	658	875	1660	1530	377	1410	909	1060	743	278	703	1160				[188]
VIU004_DM		Rice bean, mature, whole, water-soaked, boiled in different water, without salt (water not discarded)	p	Vigna umbellata (Thunb.) Ohwi & H Ohashi		VIU004: calculated from VIU001	1480	351	0	100	3.39	21.2	56.7	17.1	0.6	0	0.46	0.13	0.08	0.24	4.5	321	1.37	6.8	1400	226	2.58	36	341	3.20	0.39	0.29	2.8	7.4	0.10	0	0.8	[75]								0.72	964	1280	2380	261	3650	886	658	875	1660	1530	377	1410	909	1060	743	278	703	1160				[209]
VIU002_DM	India	Rice bean, mature, whole, dried, raw (India)	d/r	Vigna umbellata (Thunb.) Ohwi & H Ohashi		VIU002: pu036, pu047, pu093, pu100, pu102	1500	355	0	100	3.40	21.2	58.6	15.0	0.6	0	0.46	0.13	0.08	0.24	5	322	1.37	7	1570	227	2.6	41	342	3.20	0.52	0.29	3.7	8.4	0.15	0	1.4	[140]								0.72	1010	1190	2150	217	3680	909	525	807	1710	1690	381	1200	892	1030	988	279	663	1170				[280]
VIU005_DM	India	Rice bean, mature, whole, water-soaked, boiled in different water, without salt, drained (India)	p	Vigna umbellata (Thunb.) Ohwi & H Ohashi		VIU005: calculated from VIU002	1500	355	0	100	3.40	21	58.6	15	0.6	0	0.46	0.13	0.08	0.24	4.5	274	0.96	5.8	1170	193	2.59	30	308	2.88	0.34	0.22	2.4	7.1	0.10	0	0.8	[70]								0.65	1010	1190	2150	217	3680	909	525	807	1710	1690	381	1200	892	1030	988	279	663	1170				[188]
VIU006_DM	India	Rice bean, mature, whole, water-soaked, boiled in different water, without salt (water not discarded) (India)	p	Vigna umbellata (Thunb.) Ohwi & H Ohashi		VIU006: calculated from VIU002	1500	355	0	100	3.40	21.2	58.6	15	0.6	0	0.46	0.13	0.08	0.24	4.5	322	1.37	6.8	1410	227	2.59	37	342	3.20	0.39	0.29	2.8	7.5	0.10	0	0.8	[75]								0.72	1010	1190	2150	217	3680	909	525	807	1710	1690	381	1200	892	1030	988	279	663	1170				[209]
